image,split,source_video,source_frame,detection_index,obb_class,obb_conf,obb_cx,obb_cy,obb_w,obb_h,obb_rotation,crop_width,crop_height
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00039.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,960,0,0,0.948042,305.491,810.155,404.214,111.305,1.311158,501,138
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00040.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,960,1,0,0.939502,459.675,578.188,102.577,384.740,0.657379,127,477
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00041.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,960,2,0,0.899961,408.397,363.005,419.995,115.006,0.122396,521,143
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00042.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,960,3,0,0.847046,439.271,258.662,356.872,90.356,0.353250,443,112
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00043.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1080,0,0,0.934977,405.806,342.067,366.165,97.003,0.288002,454,120
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00044.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1080,1,0,0.931543,335.907,883.231,401.012,111.398,0.898889,497,138
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00045.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1080,2,0,0.930201,360.885,629.798,103.995,382.439,0.614430,129,474
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00046.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1080,3,0,0.927769,414.461,412.835,420.769,107.522,0.283228,522,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00047.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1080,4,0,0.927386,487.686,275.789,332.495,96.650,0.533958,412,120
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00048.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1200,0,0,0.952011,333.955,901.825,414.186,113.901,0.775475,514,141
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00049.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1200,1,0,0.951666,501.877,614.352,402.594,105.495,0.992449,499,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00050.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1200,2,0,0.948165,272.554,259.705,98.868,352.672,1.415897,123,437
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00051.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1200,3,0,0.942935,301.704,663.452,100.305,390.051,0.383789,124,484
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00052.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1200,4,0,0.934735,521.429,455.156,391.386,103.991,1.012033,485,129
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00053.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1320,0,0,0.960500,329.284,251.633,95.685,341.821,1.445302,119,424
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00054.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1320,1,0,0.941851,325.607,574.421,103.077,381.658,0.644885,128,473
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00055.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1320,2,0,0.934474,382.239,710.411,101.172,375.515,1.090025,125,466
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00056.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1320,3,0,0.932080,282.889,861.796,382.230,105.336,0.842217,474,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00057.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1320,4,0,0.889887,485.959,931.121,336.021,106.624,0.806734,417,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00058.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1440,0,0,0.956838,345.819,251.520,95.878,343.998,1.436963,119,427
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00059.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1440,1,0,0.937018,297.080,789.516,416.890,107.842,0.054685,517,134
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00060.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1440,2,0,0.935855,435.165,503.617,111.351,395.636,1.086689,138,491
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00061.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1440,3,0,0.930173,212.132,669.589,390.189,108.526,0.035779,484,135
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00062.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1440,4,0,0.924757,412.069,956.795,417.609,118.019,0.083462,518,146
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00063.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1560,0,0,0.937778,300.637,789.603,417.042,113.770,0.136078,517,141
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00064.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1560,1,0,0.937577,153.457,554.097,395.171,107.062,0.771724,490,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00065.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1560,2,0,0.922577,400.288,935.585,418.557,116.059,0.057832,519,144
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00066.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1560,3,0,0.920198,455.023,488.080,108.559,386.938,1.107692,135,480
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00067.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1560,4,0,0.916555,392.639,248.917,95.541,361.326,1.508451,118,448
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00068.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1680,0,0,0.955762,158.574,360.310,381.335,103.155,0.788370,473,128
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00069.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1680,1,0,0.942057,465.316,501.954,100.662,377.074,1.047440,125,468
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00070.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1680,2,0,0.929560,420.655,932.326,415.657,118.718,0.156655,515,147
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00071.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1680,3,0,0.928699,301.285,792.596,414.334,108.885,0.162783,514,135
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00072.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1680,4,0,0.928417,422.341,254.137,100.484,362.555,1.448743,125,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00073.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1800,0,0,0.943864,441.286,267.202,93.604,344.304,1.311930,116,427
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00074.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1800,1,0,0.931592,302.426,794.643,415.949,107.670,0.170674,516,134
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00075.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1800,2,0,0.931535,483.975,499.618,108.294,379.949,0.797384,134,471
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00076.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1800,3,0,0.927607,170.905,470.667,396.476,106.884,1.505805,492,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00077.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1800,4,0,0.926111,418.466,930.878,417.914,115.811,0.161298,518,144
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00078.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1920,0,0,0.948656,367.170,293.584,101.252,388.851,1.098925,126,482
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00079.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1920,1,0,0.942424,496.989,351.892,94.339,333.873,0.755776,117,414
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00080.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1920,2,0,0.931965,482.856,511.021,101.759,366.490,0.805261,126,454
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00081.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1920,3,0,0.929590,444.781,948.997,388.153,107.612,0.408813,481,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00082.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,1920,4,0,0.919209,319.440,788.828,416.898,106.479,0.210086,517,132
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00083.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2040,0,0,0.940349,313.929,492.987,96.524,363.101,1.304272,120,450
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00084.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2040,1,0,0.938044,424.149,302.577,402.154,111.780,0.397187,499,139
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00085.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2040,2,0,0.936755,393.033,803.288,407.418,115.261,0.263930,505,143
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00086.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2040,3,0,0.929170,502.766,574.301,100.411,365.708,0.683164,125,453
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00087.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2040,4,0,0.914719,413.666,939.279,405.002,113.991,0.059814,502,141
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00088.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2160,0,0,0.942173,412.841,915.166,399.721,110.913,0.626411,496,138
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00089.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2160,1,0,0.934124,261.547,596.590,370.596,105.711,0.947493,460,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00090.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2160,2,0,0.924501,425.553,802.901,395.878,106.976,0.335846,491,133
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00091.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2160,3,0,0.923374,497.371,634.049,90.643,352.740,0.639971,112,437
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\val\images\母蝦仰拍-1_crop_00092.jpg,val,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2160,4,0,0.851628,439.709,346.679,415.038,121.493,1.012263,515,151
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00093.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2280,0,0,0.942564,531.901,582.666,103.809,382.680,0.324556,129,475
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00094.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2280,1,0,0.925460,151.522,750.395,92.338,338.659,0.764344,114,420
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00095.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2280,2,0,0.915938,142.020,915.680,93.525,330.507,0.652881,116,410
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00096.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2280,3,0,0.830532,437.322,949.640,384.481,97.467,0.302042,477,121
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00097.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2280,4,0,0.636109,399.394,862.857,99.664,398.591,1.520667,124,494
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00098.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2400,0,0,0.952338,170.789,696.593,96.118,347.284,0.894449,119,431
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00099.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2400,1,0,0.948667,522.347,581.831,105.910,387.170,0.305936,131,480
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00100.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2400,2,0,0.934492,422.130,810.409,395.281,99.135,0.285374,490,123
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00101.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2400,3,0,0.923351,444.994,918.006,382.947,101.832,0.626897,475,126
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00102.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2400,4,0,0.876124,124.197,905.091,103.216,347.872,0.504180,128,431
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00103.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2520,0,0,0.950966,157.924,646.215,95.170,345.688,0.719766,118,429
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00104.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2520,1,0,0.943576,540.914,504.572,100.158,380.365,0.320464,124,472
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00105.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2520,2,0,0.939113,485.261,888.513,374.418,105.361,0.859486,464,131
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00106.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2520,3,0,0.938968,428.768,706.780,410.137,108.765,0.616824,509,135
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00107.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2520,4,0,0.734674,130.160,908.638,100.306,337.320,0.536910,124,418
C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\HBB\shrimp_HBB_dataset_from_obb\train\images\母蝦仰拍-1_crop_00108.jpg,train,C:\Users\lab509\Shrimp-Project\Shrimp-Yolo\Train\male-female-shrimp\OBB\..\video\母蝦仰拍-1.mp4,2640,0,0,0.955480,542.932,498.181,101.949,374.641,0.334666,126,465
